restaurant;online_order;book_table;rate;votes;phone;location;rest_type;dish_liked;cuisines;address;approx_cost;listed_in_type
"Sri Yaksha Shiv Sagar";Yes;No;3.6;24;"+91 9731004414
00 26719449";Banashankari;"Casual Dining";NULL;"North Indian, Chinese";"940, 20th Main, Opposite South Entrance, BDA Complex, Banashankari, Bangalore";600;Dine-out
"7 Hills Restaurant";No;No;NULL;0;"+91 9886457657";Banashankari;"Casual Dining";NULL;"North Indian, South Indian";"80 Feet Road, Bharath Housing Society Layout, Subramanyapura, 6th Stage, Banashankari";500;Dine-out
"Nandhini Deluxe";No;No;2.6;283;"080 26890011
080 26890033";Banashankari;"Casual Dining";"Biryani, Chicken Guntur, Thali, Buttermilk, Manchurian";"North Indian";"304, Opposite Apollo Public School, 100 Feet Ring Road, 4th Phase, 7th Block, Banashankari 3rd Stage, Bangalore,";600;Dine-out
"Corner Stone";No;No;3.6;42;"+91 9342855551";Banashankari;"Beverage Shop, Quick Bites";NULL;"Beverages, Juices, Desserts, Italian";"294, 100 Feet Road, Next to Mane Thindi Hotel, Near Deve Gowda Petrol Bunk, 3rd Stage, Banashankri, Bangalore";300;Dine-out
"Karavali Fish Center";No;No;3.4;10;"+91 9742503736";Banashankari;"Quick Bites";NULL;"Mangalorean, Chinese";"715, Hari Complex, 22nd Cross KR Road, 2nd stage, Banashankari, Bangalore";300;Dine-out
"Ayda Persian Kitchen";No;No;3.7;39;"080 42124293";Banashankari;"Casual Dining";NULL;"North Indian, Iranian";"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore";950;Dine-out
"J Spice";Yes;No;3.8;59;"+91 8026739252
+91 9008520007";Banashankari;"Casual Dining";"Stuffed Mushroom, Chicken Biryani, Jal-jeera";"North Indian, Chinese";"632/A, 24th Cross, 2nd Stage, Banashankari, Bangalore";750;Dine-out
"Swadesh Tadka";Yes;No;3.5;179;"080 42151252
+91 9886681252";Banashankari;"Casual Dining";"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani";"North Indian, Chinese, Beverages";"101, Manjunatha Complex, Near BDA Complex, 22nd Main, 2nd Stage, Banashankari, Bangalore";600;Dine-out
"Iyer's Tiffin Centre";No;No;3.8;62;"+91 9986669388";Banashankari;"Quick Bites";"Kesari Bath, Masala Dosa";"South Indian, Chinese";"38/2, 1st Main, Mount Joy Extension, Hanumanthanagar, Girinagar, Banashankari, Bangalore";150;Dine-out
"Kydz Adda";No;No;3.4;6;"+91 9686888222
080 26715959";Banashankari;"Casual Dining";NULL;Continental;"2nd Floor, 980, 13th Cross, 2nd Stage, Banashankari, Bangalore";500;Dine-out
"K27 - The Pub";No;No;3.1;30;"+91 9980097472";Banashankari;Bar;NULL;"Chinese, North Indian";"27, 27th Cross, 2nd Stage, Banashankari, Bangalore";1,000;Dine-out
"Kotian Karavali Restaurant";No;No;3.5;10;"+91 7829336984";Banashankari;"Quick Bites";NULL;"South Indian, Biryani";"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore";300;Dine-out
"Food Box Cafe";No;No;3.6;36;"+91 9740485877
+91 9899157057";Banashankari;"Casual Dining";NULL;"Mughlai, North Indian, Chinese";"24, 5th cross, 7th Main Road, Dwarkanagar, near Pesit College, Hosakerehalli, Bangalore, Banashankari";500;Dine-out
"Hide Out Cafe";No;No;3.7;31;"+91 9901481185";Banashankari;Cafe;NULL;Cafe;"775/1, Opposite Gupta Collage, 7th Block, 3rd Stage, Banashankari, Bangalore";300;Dine-out
"Linnet Bar & Restaurant";No;No;NULL;0;"+91 9686666638";Banashankari;Bar;NULL;"Fast Food, Finger Food";"56, Outer Ring Road, Banashankari, Bangalore";500;Dine-out
"CAFE NOVA";No;No;3.2;11;"+91 8971090261";Banashankari;Cafe;NULL;"Cafe, Bakery";"101, Water Tank Road, 2nd Block, 3rd Stage, Banashankari, Bangalore";600;Dine-out
Darbar;No;No;3;98;"+91 8861271465";Banashankari;Bar;"Paneer Tikka, Dal Kichadi, French Fries";"North Indian, Chinese";"1, Near BDA Complex, 24th Main, 2nd Stage, Banashankari, Bangalore";800;Dine-out
"Sri Ganesh Juice and Chats";No;No;3.5;18;"+91 8892986722";Banashankari;"Beverage Shop, Quick Bites";NULL;"Juices, Street Food";"173, 5th Main, Avalahalli Extension, Near Girinagar, Banashankari, Bangalore";150;Dine-out
"Manifest Cafe";No;No;3.5;10;"+91 6362736421
+91 7979035318";Banashankari;"Casual Dining";NULL;"South Indian, North Indian, Chinese";"#9, 5th Cross, 7th Main, Dwaraka Nagar, Near PESIT College, Hosakerehalli, Banashankari 3rd Stage, Bangalore";500;Dine-out
"Beijing Bites";No;No;2.7;128;"080 42068388
080 42068488";Banashankari;"Casual Dining";"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill";"Chinese, Thai";"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore";850;Dine-out
"Karavali Lunch Home";No;No;NULL;0;"+91 9886782041";Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Seafood, Mangalorean";"43A, Next To Bus Stop, Kathriguppe Main Road, Vivekananda Nagar, 3rd Stage, Banashankari, Bangalore";400;Dine-out
"The Pizzeria";Yes;No;2.8;45;"+91 9845154172
+91 9620344606";Banashankari;"Casual Dining";"Pesto Pizza";"Pizza, Italian, Salad";"1112, 30th Main,Teachers Layout, Next to SBI Bank, 3rd Stage, Banashankari, Bangalore";800;Dine-out
"Sri Krishna Sagar";Yes;No;3.2;119;"+91 9035297404";Banashankari;"Casual Dining";NULL;"North Indian, Chinese";"22nd Cross, 22nd Main Road, 2nd Stage, Near BDA Complex, Banashankari, Bangalore";400;Dine-out
"Lassi Stop";Yes;No;3.4;12;"+91 9342969516";Banashankari;"Beverage Shop, Quick Bites";NULL;"Beverages, Fast Food, Juices";"11,12, 80 Feet Road, Behind Reliance Fresh, Banashankri, Bangalore";150;Dine-out
"Banashankari Nati Style";No;No;NULL;0;"+91 9035141678
+91 9742174293";Banashankari;"Quick Bites";NULL;"Biryani, Chinese, South Indian, North Indian";"17/1, Ramalh Garden, Kadieranahall Circle, Near Raghavendra Flour Mill, Dr Vishnuvardhan Main Road, BSK 2nd Stage, Banashankari, Bangalore";350;Dine-out
"Sea Green Cafe";No;No;3.3;4;"+91 9008628448";Banashankari;Cafe;NULL;"Cafe, Fast Food, Beverages";"1036, Srinidhi Plaza, 3rd floor, Above Nilgiris, Stage 2, Banashankari, Bangalore";500;Dine-out
"Cafe Coffee Day";No;No;NULL;0;"+91 7483258004";Banashankari;Cafe;NULL;"Cafe, Fast Food";"21st Main Road, Next to Deva Gowda Petrol Pump, Banashankari, Bangalore";900;Dine-out
"SLN Bar and Restaurant";No;No;NULL;0;"+91 9591197598";Banashankari;"Casual Dining";NULL;"North Indian, Chinese";"Shop 9/1, Outer Ring Road, Veerabhadra Nagar, Banashankari, Bangalore";700;Dine-out
"Kaumudis Juoice";No;No;NULL;0;"+91 7829662162";Banashankari;"Beverage Shop, Quick Bites";NULL;"Beverages, Fast Food, Juices";"487, Cauvery Complex, S.B.M Colony, 80 Feet Road, Banashankri, Bangalore";150;Dine-out
"Parijatha Paradise";Yes;No;NULL;0;"+91 9448893394
+91 9986102344";Banashankari;"Casual Dining";NULL;"South Indian, North Indian, Fast Food, Chinese, Street Food";"111, 80 Feet Road, 1st Stage, Seetha Circle, Next To Vinayaka Hospital, Giri Nagari, Banashankari, Bangalore";500;Dine-out
"As On Fire";Yes;No;3.5;41;"+91 9731111852";"South Bangalore";"Food Truck";Pizza;"Pizza, Fast Food, BBQ";"75, 21st Main Road, Siddanna Layout, 2nd Stage, Banashankari, Bangalore";400;Dine-out
"Pizza Hut";Yes;No;3.7;405;"080 39883988
080 26799999";Banashankari;"Casual Dining";"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade";"Pizza, Fast Food";"14, 100 Feet Ring Road, 6th Block, 3rd Stage, Banashankari, Bangalore";750;Dine-out
"New Prashanth Hotel";Yes;No;3.9;388;"080 49569558
+91 8197819686";Banashankari;"Casual Dining";"Chicken Biryani, Ragi Mudde, Mutton Chops";"Biryani, North Indian, Seafood, Andhra";"43/2, 100 Feet Road, Kamakya Complex, 3rd Stage, Banashankari, Bangalore";650;Dine-out
"Taaza Thindi";No;No;4.7;651;"080 49510845";Banashankari;"Quick Bites";"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath";"South Indian";"115, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore";100;Dine-out
"Hyderabad Express";Yes;No;NULL;0;"+91 8892597403";Banashankari;"Quick Bites";NULL;"Hyderabadi, Biryani, South Indian, Andhra, Beverages";"4, 12th Cross, Kadarenahalli, 2nd Stage, Banashankari, Bangalore";300;Dine-out
"Ayodhya Upachar";Yes;No;4.3;734;"080 26694999
00 09901269901";Banashankari;"Quick Bites";"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha";"South Indian, North Indian, Chinese, Street Food";"199/1, Ajanaya Bhavana, 100 Feet Ring Road, Kathriguppe, Banashankari, Bangalore";200;Dine-out
Petoo;No;No;3.7;21;"+91 8026893211";Banashankari;"Quick Bites";NULL;"North Indian";"276, Ground Floor, 100 Feet Outer Ring Road, Banashankari 3rd Stage, Banashankari, Bangalore";450;Dine-out
"Roving Feast";No;No;4;1047;"080 42024092
080 42274242";Banashankari;"Quick Bites";"Pasta, Momos, Rolls, Chicken Roll, Chilli Chicken, Paneer Roll, Spaghetti";"Italian, Continental, Fast Food, Chinese, Momos";"78, 21st Main Road, Near BDA Complex, 2nd Stage, Banashankari, Bangalore";450;Dine-out
KFC;Yes;No;3.8;505;"080 33994444";Banashankari;"Quick Bites";"Burgers, French Fries";"Burger, Fast Food";"1, 80 Feet Road, 6th Block, 3rd Stage, Banashankari, Bangalore";450;Dine-out
"Five Star Chicken";No;No;3.6;55;"080 41716035";Banashankari;"Quick Bites";NULL;"Fast Food, Burger";"484/A, 1st Stage, 2nd Block, 4th Main Rd, SBM Colony, Seetha Circle, Banashankari, Bangalore";200;Dine-out
"Gama Gama";Yes;No;3.9;264;"+91 9739946098
+91 9538433344";Banashankari;"Quick Bites";"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry";"South Indian";"17, Ground Floor, Near Big Bazar, 100 Feet Ring Road, 3rd Stage, Banashankari, Bangalore";200;Dine-out
"Hotel New Karavali";Yes;No;3.8;133;"+91 9686022651
+91 8971171462";Banashankari;"Quick Bites";NULL;"Mangalorean, South Indian, North Indian";"89, Behind Venkateshwara Bar, Near PES College, 1st Stage, Banashankari, Bangalore";300;Dine-out
"Kaapi Corner";No;No;NULL;0;"+91 6364830744";Banashankari;"Quick Bites";NULL;"South Indian";"1 Stage, Girinagar, Banashankari, Bangalore";100;Dine-out
McDonald's;Yes;No;3.9;286;"080 66000666
080 42005285";Banashankari;"Quick Bites";"Burgers, Fries, Hot Chocolate";"Burger, Fast Food";"2466, Bhaskar Grand Tower, 24th Cross, Opposite BDA Complex, Banashankari, Bangalore";500;Dine-out
"Sri Laxmi Venkateshwara Coffee Bar";No;No;4.4;343;"+91 8971691805";Banashankari;"Quick Bites";"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada";"South Indian";"187, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore";100;Dine-out
"Bhattara Bhojana";Yes;No;3.6;66;"+91 9008333858
+91 7019192360";Banashankari;"Quick Bites";NULL;"South Indian";"855/A, 5th A Cross,10th Main Road, Srinivasanagar, Towords Maruthi Circle, Banashankari, Bangalore";150;Dine-out
"Davanagere Benne Dose Hut";Yes;No;3.4;10;"+91 9632250213
+91 8951760439";Banashankari;"Quick Bites";NULL;"South Indian";"Shop 97, 22nd Main Road, Near Banashankari BDA complex, Banashankari Stage II, Banashankari, Bangalore";100;Dine-out
"Utsav Restaurant";Yes;No;3.8;61;"+91 9986874634";Banashankari;"Quick Bites";NULL;"North Indian, Chinese";"38/A, Mount Joy Road, Hanumanthnagar, Behind BMS College, Banashankari, Bangalore";300;Dine-out
"Messy Bowl";No;No;3.8;70;"+91 8553453196";Banashankari;"Quick Bites";"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi";"Fast Food, Beverages";"24 th cross, 15th Main Road, Siddanna Layout, Banashankari Stage II, Banashankari, Bangalore";500;Dine-out
"Devanna Dum Biriyani Centre";Yes;No;3.6;28;"+91 9980204944
080 26723722";Banashankari;"Quick Bites";NULL;"Biryani, South Indian";"16th Main Road, Near PESIT College, Banashankari, Bangalore";300;Dine-out
Janahaar;Yes;No;3.8;70;"+91 9740290589";Banashankari;"Quick Bites";"Masala Dosa, Idli, Filter Coffee, Medu Dosa";"South Indian";"162 , Kathreguppe Cross Road, 3rd Stage, Banashankari, Bangalore";100;Dine-out
"Stop 'N' Joy";Yes;No;3.8;28;"+91 9741932387";Banashankari;"Quick Bites";NULL;"Fast Food";"30, 7th Cross, Dwaraka Nagar, Banashankari, Bangalore";150;Dine-out
"Dodda Mane Baaduta";Yes;No;3.5;15;"+91 8618270597";Banashankari;"Quick Bites";NULL;"North Indian, South Indian, Chinese, Biryani";"3313, Vishwabharati Layout, 80 Feet Road, Girinagar, 4th Phase, Stage 3, Banashankari, Bangalore";250;Dine-out
"Chickpet Donne Biryani House";Yes;No;3.8;131;"080 49652746";Banashankari;"Quick Bites";NULL;Biryani;"520, Nagendra Block,Hanumanthnagar, 50 Feet Road, Near PES College, Bank Colony, 1st Stage, Banashankari, Bangalore";250;Dine-out
"Brahmin Cafe";No;No;3.8;19;"+91 9886949695";Banashankari;"Quick Bites";NULL;"South Indian";"6, 10th Main, Opposite Post Office, 2nd Block, SBM Colony, Banashankari, Bangalore";150;Dine-out
"Chumma Delicious";Yes;No;3.7;237;"+91 9341262402
+91 9108648373";Banashankari;"Quick Bites";"Chicken Biryani";"South Indian, Fast Food";"412, 1st Cross, Vidyapeeta Road, 3rd Stage, Banashankari, Bangalore";200;Dine-out
"Udupi Upachar";Yes;No;3.3;6;"+91 8026719977
+91 9448849536";Banashankari;"Quick Bites";NULL;"South Indian, North Indian";"5 Zaina Towers, 9th Main Yarab Nagar Main Road Banashankari, Bangalore";500;Dine-out
"Bengaluru Coffee House";Yes;No;4.1;201;"+91 9740180090";Banashankari;"Quick Bites";"Masala Dosa, Tirupathi Pongal, Filter Coffee, Vada, Kharabath, Kali Dosa, Rava Idli";"South Indian, North Indian, Chinese, Street Food";"4001/4002, Annapoorneshwari Plaza, Near Seetha Circle, Hosakerehalli Cross, Banashankari, Bangalore";300;Dine-out
Foodiction;Yes;No;2.8;506;"+91 9916107070";Banashankari;"Quick Bites";"Burgers, Lassi, Chicken Grill, Naan, Momos, Chicken Burger, Biryani";"North Indian, Fast Food, Chinese, Burger";"2/1, 7th Main, Dwarakangar, Hosakeregalli, Banashankari, Bangalore";500;Dine-out
"The Biryani Cafe";No;No;4.1;520;"+91 7010846043";Banashankari;"Quick Bites";"Vegetable Biryani, Ginger Chicken, Chicken Biryani, Donne Biryani, Chicken Kebab, Egg Bhurji, Dum Biryani";"Biryani, Chinese, Kebab";"476, 2nd Floor, 9th Cross, Avalahalli BDA Park, BSK 3rd Stage, Banashankari, Bangalore";300;Dine-out
"Spicy Tandoor";No;No;NULL;0;"+91 8050884222";Banashankari;"Quick Bites";NULL;"North Indian";"Opposite ICICi Bank, Hanuman Nagar, Banashankari, Bangalore";150;Dine-out
"Banashankari Donne Biriyani";Yes;No;3.8;104;"+91 9845632456";Banashankari;"Quick Bites";NULL;"Biryani, Fast Food";"218/1,11th Main, 50 Feet Road, Hanumanthnagar, Banashankari, Bangalore";300;Dine-out
"Addhuri Udupi Bhojana";No;No;3.7;88;"+91 9620009302";Banashankari;"Quick Bites";"Masala Dosa";"South Indian, North Indian";"1st Floor, Annakuteera, 3rd Stage, Banashankari, Bangalore";300;Dine-out
"Vasanth Vihar - Since 1965";Yes;No;3.6;95;"+91 9148340856";Banashankari;"Quick Bites";NULL;"South Indian, Street Food";"78, Nagendra Block, Giri Nagar, II Phase, Banashankari,Bangalore";150;Dine-out
Subway;Yes;No;3.7;136;"080 42136088
080 26719446";Banashankari;"Quick Bites";"Veggie Delight, Paneer Tikka, Salad";"Salad, Fast Food";"186, 16th Main, 24th Cross, 2nd Stage, Banashankari, Bangalore";600;Dine-out
"SGS Non Veg - Gundu Pulav";Yes;No;3.8;101;"080 41147306";Banashankari;"Quick Bites";NULL;"Biryani, Fast Food";"57, Kadirenahalli Road, Banashankari, Bangalore";400;Dine-out
"Udupi Ruchi Grand";Yes;No;4.2;60;"+91 9980816347";Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Chinese, Street Food";"6th Block, 3rd Stage, Banashankari, Bangalore";200;Dine-out
"Hotel Mangala";No;No;3.9;88;"+91 9480126092";Banashankari;"Quick Bites";"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar";"South Indian";"Hotel Mangala, 10th Main, Pipeline Road, Hanumanth Nagar, Banashankari, Bangalore";250;Dine-out
"Simple Thindies";No;No;3.5;8;"+91 9845179532";Banashankari;"Quick Bites";NULL;"South Indian";"2/B J P Road, Girinagar I Phase, Banashankari, Bangalore";200;Dine-out
"Rolls On Wheels";No;No;3.4;145;"+91 9071734121
+91 9071496800";Banashankari;"Quick Bites";NULL;"Fast Food, Rolls, Momos";"8, 1st Main, Mount Joy Road, Hanumanth Nagar, 2nd Stage, Banashankari, Bangalore";300;Dine-out
"Chilli Flakes";Yes;No;3.6;46;"+91 9880888509";Banashankari;"Quick Bites";NULL;"Fast Food, Italian, Beverages";"Opposite BNM School, Near BDA complex, Banashankari, Bangalore";500;Dine-out
"Kababs N Biryani";Yes;No;3.4;22;"+91 9035022503";Banashankari;"Quick Bites";NULL;"South Indian";"406, 2nd Cross, Vidyapeeta Layout, Banashankri, Bangalore";200;Dine-out
"Udupi Ruchi";Yes;No;3.9;57;"+91 9972385662";Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Chinese, Street Food";"31/1, Puttalingaiah Road, Second Stage, Bangalore, Banashankari, Bangalore";200;Dine-out
"SLV Swadishta";No;No;3.8;189;"+91 9900166783";Banashankari;"Quick Bites";"Coffee, Jeera Rice, Masala Dosa, Neer Dosa";"South Indian";"76, 21st Main Road, 2nd Stage, Banashankari, Bangalore";300;Dine-out
Kolbeh;No;No;3.7;22;"+91 8050701820
+91 8904733516";Banashankari;"Quick Bites";NULL;"Fast Food";"1430, 22nd Cross, Next To Coffee Day, Near BDA Complex, Banashankari, Bangalore";500;Dine-out
"Kolkata Kathi Roll's";Yes;No;3.6;18;"+91 9036585008";Banashankari;"Quick Bites";NULL;"Fast Food, Rolls";"2/1,7th Main, Dwarakangar Hosakerehalli, Banashankari, Bangalore";250;Dine-out
"Mylari Biryani Family Restaurant";Yes;No;3.7;73;"+91 9945052728
+91 7022367179";Banashankari;"Quick Bites";NULL;"Biryani, Fast Food";"198, 2nd Block, 3rd Stage, Outer Ring Road, Banashankari, Bangalore";400;Dine-out
"Upahar Sagar";No;No;3.8;39;"+91 9164571705
080 26760336";Banashankari;"Quick Bites";"Masala Dosa";"South Indian, Chinese, North Indian";"727, 23rd Cross, KR Road, 2nd Stage, Banashankari, Bangalore";350;Dine-out
"Domino's Pizza";Yes;No;3.9;540;"080 26710070
18602100000";Banashankari;"Quick Bites";"Pane Pizza, Lava Cake, Pasta, Stuffed Garlic Bread, Chocolava Cake, Tacos";"Pizza, Fast Food";"645, 1st Floor, 24th Cross, 24th Main, 2nd Stage, Banashankari, Bangalore";800;Dine-out
"New Sagar Fast Food";No;No;3.6;71;"080 26917517";Banashankari;"Quick Bites";"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup";"North Indian, South Indian";"12/6, 80 Feet Road, 1st Stage, Srinivasnagar, Bank Colony, 1st Stage, Banashankari, Bangalore";250;Dine-out
"Namma Biryani";Yes;No;3.6;24;"+91 7619474889";Banashankari;"Quick Bites";NULL;"Biryani, Chinese, North Indian";"1111, Near KIMS, 30th Main Road, Siddanna Layout, Stage 2, Banashankari, Bangalore";250;Dine-out
"Chill Out";No;No;NULL;0;"+91 9341215167";Banashankari;"Quick Bites";NULL;"South Indian, Chinese";"161/C, 6th Main, 80 Feet Road, Bhuvaneshwari Nagercoil, Banashankari, Bangalore";100;Dine-out
"Parama Ruchi";No;No;3.5;11;NULL;Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Chinese, Street Food";"Near NU Hospital Padmanabha Nagar, Banashankari, Bangalore";300;Dine-out
"Thrilok Restaurant";No;No;3.4;9;"+91 9448522042
+91 7760359915";Banashankari;"Quick Bites";NULL;"Mangalorean, Seafood";"40, 4th Cross, 14th Main, Maruthi Circle, Hanumanth Nagar, Banashankari, Bangalore";350;Dine-out
"Meat And Eat";No;No;3.5;12;NULL;Banashankari;"Quick Bites";NULL;"Fast Food, Burger";"21/22, 24th Main 50 Feet Road, T block, Girinagar, Banashankari, Bangalore";500;Dine-out
"Ande Ka Funda";Yes;No;3.8;120;"+91 9019507382";Banashankari;"Quick Bites";NULL;"North Indian, Fast Food, Rolls";"9/1, Behind BMS College Hostel, Hanumantha Nagar, Banashankari, Bangalore";250;Dine-out
"Dakshin Grand";Yes;No;3;82;"+91 8310436563";Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Chinese, Street Food";"2, Subramanyapura, Kadirenahalli Overbridge Junction, 2nd Stage, Banashankari, Bangalore";300;Dine-out
"Chicken Hunt";Yes;No;3.5;88;"+91 8762427116
+91 9591490143";Banashankari;"Quick Bites";"Chicken Grill";"South Indian, North Indian, Chinese, Biryani";"222, 100 Feet Road, Near Kathriguppe Signal, Opposite Udbav Hospital, 6th Block, 3rd Stage, Banashankari, Bangalore";350;Dine-out
"7 Hills Garden Restaurant";Yes;No;NULL;0;"+91 9886457657";Banashankari;"Quick Bites";NULL;"North Indian, Mughlai, Chinese";"1296 1st Block, 6th Stage, South Circle Banashankari, Bangalore";400;Dine-out
"Maruthi Davangere Benne Dosa";Yes;No;4;17;"+91 9019563485";Banashankari;"Quick Bites";NULL;"South Indian";"556/A, Water Tank Road, 3rd Stage, Banashankari, Bangalore";150;Dine-out
"Shri Guru Raghavendra Grand Veg";No;No;NULL;0;"+91 9448475547";Banashankari;"Quick Bites";NULL;"South Indian, North Indian, Chinese";"86, Bairavi Colony, 4th Block, 6th Stage, Banashankari, Bangalore";400;Dine-out
"Pizza Stop";Yes;No;3;87;"080 46640404";Banashankari;"Quick Bites";"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza";"Pizza, Italian";"2454, 17th E Cross, 9th Main, 2nd Stage, Banashankari, Bangalore";600;Dine-out
"Madhappa Hindu Military Hotel";Yes;No;3.4;14;"+91 9900487676";Banashankari;"Quick Bites";NULL;"South Indian";"80 Feet Road, Hosakerehalli Cross, B S K 3rd Stage, Banashankari, Bangalore";300;Dine-out
"Krishna Sagar";No;No;3.5;31;"+91 8892752997
+91 7204780429";Banashankari;"Quick Bites";NULL;"North Indian";"38, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore";200;Dine-out
